permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
T2024043188,Building Commercial - Rehab,Commercial Rehabilitation,093023H90000CO,2024-05-10,,0,301 B UNION ST,NASHVILLE,TN,COMMON AREA BLUEGREEN DOWNTOWN NASHVILLE,DOWDLE CONSTRUCTION,CACR,COMREHAB,4516922,Selective demolition of existing building to prepare for interior renovations.,19,-86.77876082999998,36.16531475,4330,37201
T2024043340,Building Residential - Rehab,"Multifamily, Condominium > 5 Unit Bldg",103160B05700CO,2024-05-13,,276850,4215 HARDING PIKE 510,NASHVILLE,TN,APT. 510 WINDSOR TOWER COND.,"MARCHETTI, CO THE",CARR,CAA03R299,4517223,APPLICATION TO BE CANCELED    A commercial CACR permit type is required for this project. Commercial permit types cannot be initiated by the applicant online. You must contact zoninghelpdesk@nashville.gov to request a commercial permit application to proceed. This application to be canceled.      Interior remodel only,24,-86.84116636999998,36.12774615,4331,37205
T2024043502,Building Residential - Rehab,Single Family Residence,14412003300,2024-05-13,,76954,5922 E ASHLAND DR,NASHVILLE,TN,LOT 54 OTTER CREEK HILLS,GARNER CONSTRUCTION,CARR,CAA01R301,4517477,"Basement Remodel, Moving laundry room and bathroom. Making office bigger.",34,-86.83853534,36.06543235,4332,37215
T2024043607,Building Commercial - New,Restaurant (Take Out),09306208000,2024-05-13,,0,126 2ND AVE N,NASHVILLE,TN,PT LOT 15 ORIGINAL TOWN OF NASHVILLE,BEST CITY GYRO 4,CACN,CAF31A203,4517704,,19,-86.77552561,36.16281706,4333,37201
T2024043734,Building Residential - Addition,Single Family Residence,159060B01900CO,2024-05-13,,479243,1716 WOODSONG DR,BRENTWOOD,TN,LOT 19 VOCE PHASE 1B,"Forte Building Group, LLC",CARA,CAA01R301,4517952,"Two main objectives: 1) Convert existing 312 SF screen porch to conditioned dining room.  2) Construct new adjacent 431 SF screen porch.  SP Zoning.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",34,-86.81218805999998,36.05027922,4334,37027
T2024043795,Building Commercial - Addition,Restaurant (Fast Food),13315011300,2024-05-14,,0,4023 NOLENSVILLE PIKE,NASHVILLE,TN,LOT 6 WELSHWOOD PARK SEC 7,austin shelby,CACA,CAF30A203,4518038,to erect drive thru canopy for popeye's not to be over any easements.,26,-86.72787891999998,36.08342318,4335,37211
T2024043803,Building Commercial - Rehab,"Hospital, Institutional I-2",10404001000,2024-05-14,,0,1215 21ST AVE S,NASHVILLE,TN,PT 8-15 PLM L1-6-25 PT 7-23V&M L29 PT1-28-30 DIX.PL PT CL ST,matt rigsby,CACR,CAE02I002,4518052,to conduct rehab to infusion and treatment spaces for MCE. no change to footprint.  bb poc matt rigsby,18,-86.80077294999998,36.14218418,4336,37212
T2024043822,Building Commercial - Rehab,"Medical Office, Professional Services",10404000100,2024-05-14,,0,1301 MEDICAL CENTER DR 2900,NASHVILLE,TN,"LOTS IN MURRAY SUB, DIXIE PL SUB, PLUMR SUB, VUMC SUB AND ELISTON SUB &PT CL AL",matt rigsby,CACR,CAE04B016,4518072,to conduct renovations to existing space to convert into 3 infusions spaces. no change to footoprint.  bb poc matt rigsby,18,-86.8031046,36.14498193,4337,37212
T2024043922,Building Residential - Addition,Single Family Residence,171030A06300CO,2024-05-14,,196992,4840 MANASSAS DR,BRENTWOOD,TN,LOT 164 FREDERICKSBURG SECTION 2,MR ENCLOSURE SUNROOMS & SPA,CARA,CAA01R301,4518308,"Construction of addition to house 4'-6  x13'-7 . Additionally construction of a combination of a studio and gable patio roof on a continuous footed foundation. Size 17' x 47' 5 . A wood burning fireplace will also be constructed. Recessed Lighting and fans.  PRE 1998 PUDR, PLANNING STAFF MUST REVIEW AND APPROVE PLANNING AND SITE PLAN PORTION OF THIS APPLICATION.  remains single family residence.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",4,-86.76161104,36.03485222,4338,37027
T2024043914,Building Residential - New,"Accessory Structure, Pools - Residential",14607008800,2024-05-14,,35000,4940 B STILLWOOD DR,NASHVILLE,TN,LOT 147 REV SEC 1 REV CRIEVE HALL ESTS,IRIS CONSTRUCTION LLC,CARN,CAA14U017,4518300,Vinyl liner swimming pool with concrete decking and black metal fencing in backyard.  18 ft x 40 ft swimming pool. MUST COMPLY WITH IRC FENCING CODES AND STATE OF TENNESSEE POOL ALARM LAWS. Proof of purchase for pool alarm attached. Not to encroach any easements on property.,26,-86.76186102,36.0749442,4339,37220
T2024044207,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",14712002000,2024-05-15,,13910,4950 HOPEDALE DR,NASHVILLE,TN,LOT 135 SEC 1 BEVERLY HGTS,jose d soria salazar,CARN,CAA14U011,4518874,"to construct 288SF detached shed to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to ridge line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",30,-86.71601081,36.07014757,4340,37211
T2024044281,Building Residential - New,Single Family Residence,083074I00200CO,2024-05-15,,243627,2304 OAK CT,NASHVILLE,TN,UNIT B HOMES AT 907 RIVERSIDE DRIVE,ramadan albadran,CARN,CAA01R301,4519002,"to construct 1877SF single family residence with 280SF garage and 105Sf porches. 5' min. side setback, 20' min. rear setback, rear unit of HPR. unit 1 of 2. lot coverage is SF of max 5136SF lot coverage. not to be over any easements. Max height 3 stories or ’.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",6,-86.72474445999998,36.18307412,4341,37206
T2024044401,Building Residential - Addition,"Accessory Structure, Decks",172120B06300CO,2024-05-15,,49174,2308 PEAK HILL CV,NASHVILLE,TN,LOT 153 BRADFORD HILLS SEC 5,"ARCHADECK OF NASHVILLE, HENDERSON ENTERPRISE LLC DBA",CARA,CAA14U015,4519188,"Archadeck to design and build approximate 336 square feet.  deck freestanding deck with footers below grade utilizing 6”x6” pressure treated posts, Timber Tech composite decking in the color of Sea Salt Gray, hidden fasteners, and fascia and risers to match decking. Railing will be 4”x4” pressure treated outside mounted posts with wood balusters and a drink cap of composite. 48” stairs will be added.  PRE 1998 PUDR, PLANNING STAFF MUST REVIEW AND APPROVE PLANNING AND SITE PLAN PORTION OF THIS APPLICATION.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",4,-86.71834658999998,36.02730206,4342,37211
T2024044516,Building Residential - Rehab,"Day Care Home, Single Family Residence",07214010800,2024-05-15,,0,1501 STRAIGHTWAY AVE,NASHVILLE,TN,PT LOT 30 BROWNSVILLE SUB,"BLUE CHIP INVESTMENTS, LLC",CARR,CAB05R301,4519390,"Demo walls and reframe office ,bathroom, Frame 4 classrooms, install drywall & insulation, install 2 exterior doors, replace flooring ,paint and repair roof.",6,-86.73990351,36.1936306,4343,37206
T2024044622,Building Demolition Permit,Demolition Permit - Commercial,16200018600,2024-05-15,,1000,14911 OLD HICKORY BLVD,NASHVILLE,TN,LOT 1 CEDAR SQUARE SHOPPING CENTER & PT CLOSED ST,"A & G Construction, Inc.",CADM,CAZ01A002,4519555,To remove existing facade to install a new one.,31,-86.70321613,36.04488405,4344,37211
T2024044668,Building Commercial - Rehab,"Retail, Department / Retail Stores",02600017500,2024-05-16,,0,2232 GALLATIN PIKE,MADISON,TN,LOT 2 WAL-MART LIBERTY LANE SUBDIVISION,randy tice,CACR,CAF20M001,4519641,to conduct renovations to existing building in relation to fire system. no change to footprint.,10,-86.68580661,36.30827906,4345,37115
T2024044678,Building Commercial - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",16300036500,2024-05-16,,0,2900 HAMILTON CHURCH RD 816,ANTIOCH,TN,LOT 1 HICKORY MANOR APARTMENTS,alisha newman,CACK,CAA03R398,4519659,"to remove shingle and replace with new on buildings 1, 2, and 8 for hickory manor apartments. no change to footprint.",32,-86.63802061,36.05564078,4346,37013
T2024044883,Building Residential - New,"Accessory Structure, Carport",12908006900,2024-05-16,,5796,1044 C PERCY WARNER BLVD,NASHVILLE,TN,LOT 54 SEC 1 WARNER PARK VALLEY,JAMES RYAN SNELLEN,CARN,CAA14U004,4520035,TO INSTALL A CARPORT  12'FT(WIDTH) X 20' FT (LENGTH) X 8'FT (HEIGHT) CARPORT  BEHIND FRONT FACADE OF HOME TO THE SIDE OF RESIDENCE. MINIMUM SIDE SETBACK IS 5 FT.,23,-86.87673902,36.09497894,4347,37205
T2024044902,Building Residential - New,"Accessory Structure, Carport",12908006900,2024-05-16,,5796,1044 D PERCY WARNER BLVD,NASHVILLE,TN,LOT 54 SEC 1 WARNER PARK VALLEY,JAMES RYAN SNELLEN,CARN,CAA14U004,4520058,TO INSTALL A CARPORT 12'FT(WIDTH) X 20' FT (LENGTH) X 8'FT (HEIGHT) CARPORT BEHIND FRONT FACADE OF HOME TO THE SIDE OF RESIDENCE. MINIMUM SIDE SETBACK IS 5 FT.,23,-86.87660124,36.09498778,4348,37205
T2024045004,Building Residential - New,"Multifamily, Townhome",052010E90000CO,2024-05-16,,7200,138 E HARRIS ST,MADISON,TN,COMMON AREA HOMES AT 138 HARRIS STREET,Bethel Construction LLC.,CARN,CAA03R301,4520166,Construction of 4 Townhomes.,9,-86.71127558,36.25813073,4349,37115
T2024045115,Building Residential - Rehab,Single Family Residence,11914015600,2024-05-16,,30440,2911 TUGGLE AVE,NASHVILLE,TN,LOT 11 TUGGLE HGTS,"MILLER, BRENT",CARR,CAA01R301,4520347,"Applying for a building permit for 2911 Tuggle Ave Nashville, TN Building permit for 20x32 addition on the back and single-story  Brent Miller 615-838-8888",16,-86.7337469,36.10875224,4350,37211
T2024045138,Building Demolition Permit,Demolition Permit - Residential,07005002700,2024-05-16,,9000,2403 STIVERS ST,NASHVILLE,TN,PT LOT 13 ALPINE TERRACE,ALMA & DUNE INVESTMENTS LLC,CADM,CAZ01A001,4520401,"Full demo of the home in preparation for new build.  R10 Zoning.  not to be burned on lot.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",2,-86.82943772999998,36.20315577,4351,37218
T2024045409,Building Residential - Addition,Single Family Residence,11914015600,2024-05-17,,680,2911 TUGGLE AVE,NASHVILLE,TN,LOT 11 TUGGLE HGTS,"MILLER, BRENT",CARA,CAA01R301,4520813,"Applying for a building permit for 2911 Tuggle Ave Nashville, TN > Building permit for 20x32 addition on the back single-story > Brent Miller > 615-838-8888",16,-86.7337469,36.10875224,4352,37211
T2024045300,Building Residential - New,"Accessory Structure, Garage",09801012300,2024-05-17,,72450,5914 B S NEW HOPE RD,HERMITAGE,TN,LOT 13 ST. CHARLES PLACE,JOHN EARHEART,CARN,CAA14U009,4520657,"To construct a 30' ft x 50 ft detached metal garage. 15'9'' TALL .(1500 sq ft) for vehicle storage. Minimum rear setback is 20 ft , minimum side setbacks at 10 ft. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",12,-86.58502862999998,36.16538326,4353,37076
T2024045544,Building Demolition Permit,Demolition Permit - Residential,13102014000,2024-05-17,,10000,4209 KIRTLAND RD,NASHVILLE,TN,LOT 68 HOLLYWOOD PLAN,CLEAR CREEK HOLDINGS LLC,CADM,CAZ01A001,4521091,"To demolish existing home at 4209 Kirtland Rd.  R15 Zoning.  not to be burned on lot.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",25,-86.81881117,36.09936048,4354,37215
T2024045633,Building Residential - New,Single Family Residence,053030O00200CO,2024-05-17,,186710,1610 LAWRENCE ST,OLD HICKORY,TN,UNIT B COTTAGES AT HADLEY & LAWRENCE,POLSTON & POLSTON CONSTRUCTION INC,CARN,CAA01R301,4521199,"Construction of a 1,540 square foot house as a single-family home.  Contextual Overlay District.  corner parcel.  36.85' min front setback from Hadley Avenue; 20' min side street setback from Golf Club Road; 20' min rear s/b; 5' min interior side s/b.  plans show one story residence.  residence not to exceed one floor in height.  must comply with tree regulations one new two inch tree required for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",11,-86.64739129,36.25380313,4355,37138
T2024045643,Building Residential - Rehab,Single Family Residence,15005013700,2024-05-17,,175000,409 CEDARCLIFF RD,ANTIOCH,TN,LOT 194 CHERRY HILLS SEC 4,experienced construction,CARR,CAA01R301,4521207,"Demolition all interior and clen up	  Aply o clen up. For smoke demolation	  Frame all fire damage. To pass frame inspection	  Install new arkitecto roof	  Fixed all exterior siding damage and soffit damage	  Rough in and final electrico	  Rough in and final Plumbiny	  Rough in and final hvc	  Install new instalation walls and celyn and cross apace	  Install new 1/2 drwall and finishing	  Install new trim and door	  Install new vanety and kichen cabinets	  Interior paiwt and exterior 	  Install new tile on batrom	  Install LVT floor all tier hause	  Install door NVP	  Install 3 exterior door	  Install door nups	  Install new ginch gutters	  Front land skeep	  Install new water heater	  Install all new windows	  Total  Job Cost     $175,000.00.  RS10 Zoning.  remains single family residence.  no increase to building footprint.  no increase to height of residence this permit.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",29,-86.62254909,36.07469701,4356,37013
T2024045745,Building Use & Occupancy,Master Permit Application,07205018500,2024-05-20,,50,3000 EDWIN WAY,NASHVILLE,TN,"S SIDE EAST TRINITY LANE AND, W OF L AND N R R R O W",MCLEAN CONSTRUCTION COMPANY,CAUO,CAZ03A001,4521393,"Housing Affordability Letter attached.    Master permit only, not for construction. For  Trinity Flats , multifamily residential development. 2 buildings, 44 residential units total. Building A, 3 stories, 20 residential units  and storage. Building B, 3 stories, 24 residential units.    Must comply with 17.16.030F. Adaptive Residential Development; 17.12.020.C. CL (Commercial Limited): Max: FAR: 0.60, Max. ISR: 0.90, 20’ minimum rear setback, Max. height at setback line: 30 feet, slope of height control plane (V to H): 1.5 to 1. 15' minimum street setback.    Poc: Rob McKelvey 615-255-3323",5,-86.7535556,36.20347594,4357,37207
T2024045727,Building Residential - Rehab,Single Family Residence,11509006200,2024-05-20,,0,6720 DUQUAINE CT,NASHVILLE,TN,LOT 168 WEST MEADE EST. SEC. 8,joseph oneil,CARR,CAA01R301,4521351,to conduct interior renovations to create half bath. no change to footprint.,23,-86.90396280999998,36.10949116,4358,37205
T2024045806,Building Residential - New,Single Family Residence,071072B00200CO,2024-05-20,,253575,2108 SULTANA AVE,NASHVILLE,TN,UNIT B HOMES AT 222 QUEEN AVENUE,Alta Constructors LLC,CARN,CAA01R301,4521479,"Construct a new single-family residence with a porch and driveway, on an HPR lot next to an existing single-family residence.",5,-86.76321077999998,36.20780104,4359,37207
T2024045796,Building Residential - New,"Accessory Structure, Pools - Residential",172030A15700CO,2024-05-20,,71940,1752 B BOXWOOD DR,NASHVILLE,TN,LOT 75 SUMMIT AT THE WOODLANDS PHASE 2,Inground Pool Design Inc,CARN,CAA14U017,4520575,"to install a 10 x 20 in ground swimming pool to the rear of residence.  must comply with IRC fencing codes and State of Tennessee pool alarms.  copy of pool alarm purchase attached to this application.  20' min rear s/b.  PRE 1998 PUDR, PLANNING STAFF MUST REVIEW AND APPROVE PLANNING AND SITE PLAN PORTION OF THIS APPLICATION.  ALL ABOVE POOL EQUIPMENT AND SPA AREAS MUST BE LOCATED OUTSIDE REQUIRED SETBACKS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",4,-86.72059627,36.03636136,4360,37211
T2024045841,Building Residential - New,Single Family Residence,171020C00100CO,2024-05-20,,571462,6303 CALLIE LN,BRENTWOOD,TN,LOT 1 CALLIE SUBDIVISION PH 1,GP LUXURY LLC,CARN,CAA01R301,4521579,"construction of a single family residence in the subdivision Callie. with 4388Sf living space and 548Sf garage and 269SF porches.   SP zoning   ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.    For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required.***",26,-86.77344972,36.03326208,4361,37027
