Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2021070606,Building Residential - New,"Accessory Structure, Carport",08301032500,1635915600000,,2981,1131 B SHARPE AVE,NASHVILLE,TN,LOT 9 PT 8 GREENWAY,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U004,4055876,"Construct a 24' x 20', 480 SF carport. Per Zoning Code minimum side setback 3' and rear setback 10'. MHZC to review. POC: Bethany King, 256.520.9572. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",6,-86.74310975999998,36.18873436,754,37206
T2021070726,Building Residential - Rehab,Single Family Residence,14704001200,1635915600000,,0,4822 HOPEDALE DR,NASHVILLE,TN,LOT 51 SEC 2 BEVERLY HEIGHTS,C&C BUILDER INC,CARR,CAA01R301,4056027,"REQUIRE CONSTRUCTION COST    TO CONDUCT INTERIOR RENOVATIONS TO EXISTING SINGLE-FAMILY RESIDENCE… …NO CHANGE TO BUILDING/ROOF LINES OR FOOTPRINT… …NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE… …    Sand & finish hardwood flooring, new cabinets & countertops, new vanity, paint interior & exterior, new roof, new front door, landscaping.",30,-86.71842789999998,36.07686119,755,37211
T2021070810,Building Demolition Permit,Demolition Permit - Residential,14403003700,1636002000000,,10000,1099 LYNNWOOD BLVD,NASHVILLE,TN,LOT 52 SEC 2 CHICKERING HILLS,Layton Homes 2,CADM,CAZ01A001,4056116,REJECTED; MUST APPLY AT CITY OF FOREST HILLS  Demo of existing residence to prep for new construction home.,34,-86.84681478999998,36.07668366,756,37215
T2021070820,Building Sign Permit,Sign - Ground /  Wall Signs,11613010400,1636002000000,,0,5121 HARDING PIKE,NASHVILLE,TN,LOT 11 ALEX SUB MARTIN,russell smith,CASN,CAZ02A001,4056127,to erect 14Sf non illuminated wall sign and 36Sf non illuminated monument sign for belle meade animal hospital.,23,-86.86890362,36.10412653,757,37205
T2021070830,Building Use & Occupancy,Master Permit Application,06016000800,1636002000000,,0,2801 DICKERSON PIKE,NASHVILLE,TN,LOT 7 CAPITAL VIEW SUB,JP Jackson 615-667-0808,CAUO,CAZ03A001,4056139,"CS, outside UZO.    Seeking Variances to (1)  C  landscape buffer required along adjacent RS10 parcel per 17.24.230, requesting 10 ft buffer yard with a 6’ tall masonry wall. (2) 24 ft drive aisle required per 17.20.060, requesting 22 ft drive aisle.     Requires 10 ft x 50 ft loading space per 17.20.130 for 10,815 sf of Commercial use.    Master Permit for US-41 development to include restaurants, retail, office, and personal fitness center.  2801, 2803, 2809 Dickerson Pike to be combined prior to permit issuance. No construction on this permit. To include new construction and renovations to existing buildings.    Plans must be submitted electronically via ePlans system prior to Commercial, Fire, and Zoning Reviews.     POC: JP Jackson 615-667-0808",5,-86.76241406,36.21739875,758,37207
T2021070845,Building Sign Permit,Sign - Ground /  Wall Signs,16200029000,1636002000000,,2500,1307 BELL RD,ANTIOCH,TN,LOT 6 MILL CREEK VILLAGE RESUB OF RESUB LOT 2,HUFFINE FIRST SERVICE,CASN,CAZ02A001,4056156,to erect 32Sf illuminated wall sign and 6SF panel replacement to existing monument sign for melhy's hair salon. not to exceed 15% of façade.,33,-86.67466888,36.04698694,759,37013
T2021070849,Building Sign Permit,Sign - Ground /  Wall Signs,09306102700,1636002000000,,55658,530 CHURCH ST,NASHVILLE,TN,PT LOT 101 ORIG TOWN OF NASH,"HAMPTON, CHARLES A-1 SIGNS INC",CASN,CAZ02A001,4056159,to erect 30SF illuminated projecting sign and 23Sf illuminated canopy sign for The maddox.,19,-86.78131901,36.1627968,760,37219
T2021070947,Building Sign Permit,Sign - Ground /  Wall Signs,09311025800,1636002000000,,6000,45 PEABODY ST,NASHVILLE,TN,PT LOT 1 TROLLEY BARN,BOOM SIGN AND LIGHTING,CASN,CAZ02A001,4056302,to erect 40SF illuminated monument sign and 9SF building sign for E rose.,19,-86.76922444999998,36.15741872,761,37210
T2021071284,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,32400,8101 STEWARTS FERRY PKWY 101-104,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056926,"Remove and replace roof, siding, railing  Paint",14,-86.62502345999998,36.16052066,762,37214
T2021071285,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8105 STEWARTS FERRY PKWY 105-108,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056930,"Remove and replace roof, siding, railing then Paint",14,-86.62502345999998,36.16052066,763,37214
T2021071287,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8109 STEWARTS FERRY PKWY 109-118,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056934,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,764,37214
T2021071289,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8119 STEWARTS FERRY PKWY 119-122,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056939,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,765,37214
T2021071291,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,700 JOBEE CREEK CV 700-709,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056940,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,766,37214
T2021071293,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,56700,8123 STEWARTS FERRY PKWY 123-128,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056942,"Remove and replace roof, siding, railing and the paint",14,-86.62502345999998,36.16052066,767,37214
T2021071295,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8129 STEWARTS FERRY PKWY 129-138,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO Southeast Inc,CARK,CAA03R301,4056944,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,768,37214
T2021070165,Building Sign Permit,Sign - Ground /  Wall Signs,09309032900,1635829200000,,8000,4 11TH AVE S,NASHVILLE,TN,E/S 11TH AV IND BV AT BROADWAY,JARVIS AWARD SIGN AND FLAG CO,CASN,CAZ02A001,4055166,to erect 22Sf non illuminated projecting sign for gulch Greenway.,19,-86.78651736,36.13706163,769,37203
T2021071297,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8139 STEWARTS FERRY PKWY 139-148,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056946,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,770,37214
T2021071299,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8149 STEWARTS FERRY PKWY 149-156,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056949,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,771,37214
T2021071301,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8157 STEWARTS FERRY PKWY 157-162,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056952,"Remove and replace roof, siding, railing then paint",14,-86.62502345999998,36.16052066,772,37214
T2021071304,Building Use & Occupancy,Master Permit Application,070070U90000CO,1636088400000,,1,910 B YOUNGS LN,NASHVILLE,TN,COMMON AREA 910 YOUNGS LANE TOWNHOMES,randy arnold,CAUO,CAZ03A001,4056958,master permit application for 23 unit townhomes  no construction this permit  POC RANDY ARNOLD  originally applied for under T2020036722,2,-86.80663567,36.20333005,773,37207
T2021071305,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8163 STEWARTS FERRY PKWY 163-172,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056959,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,774,37214
T2021071308,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8173 STEWARTS FERRY PKWY 173-182,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056962,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,775,37214
T2021071309,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8183 STEWARTS FERRY PKWY 183-192,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056966,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,776,37214
T2021071311,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8193 STEWARTS FERRY PKWY 193-202,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056968,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,777,37214
T2021071312,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8205 STEWARTS FERRY PKWY 205-212,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056972,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,778,37214
T2021071313,Building Residential - New,"Multifamily, Townhome",083041J00100CO,1636088400000,,0,2401 A HIMES DR,NASHVILLE,TN,UNIT A HOMES AT 2401 HIMES DRIVE,donnie thompson,CARN,CAA03R301,4056953,"rejected: require COD calcs and proposed building coverage and height.    Build new hpr with 2419sqft of conditioned space, 332 sqft of porches and 644 sqft of garage.",6,-86.71693385,36.19046217,779,37206
T2021071315,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8213 STEWARTS FERRY PKWY 213-222,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056975,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,780,37214
T2021071316,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8223 STEWARTS FERRY PKWY 223-226,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056978,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,781,37214
T2021071318,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8227 STEWARTS FERRY PKWY 227-230,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056983,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,782,37214
T2021071320,Building Residential - New,"Multifamily, Townhome",083041J00200CO,1636088400000,,0,2401 B HIMES DR,NASHVILLE,TN,UNIT B HOMES AT 2401 HIMES DRIVE,donnie thompson,CARN,CAA03R301,4056984,"rejected: require COD calcs and proposed building coverage and height.    To construct a new residence (HPR) 2519 ft.² of condition space, 430 feet of porches, 643 ft.² of garage.",6,-86.71676481999998,36.1904751,783,37206
T2021071319,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,8231 STEWARTS FERRY PKWY 231-234,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4056987,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,784,37214
T2021071340,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,938 GREENBRIAR TRCE 938-947,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057017,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,785,37214
T2021071342,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,932 GREENBRIAR TRCE 932-937,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057019,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,786,37214
T2021071344,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,926 GREENBRIAR TRCE 926-931,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057023,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,787,37214
T2021071346,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,922 GREENBRIAR TRCE 922-925,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057026,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,788,37214
T2021071347,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,918 GREENBRIAR TRCE 918-921,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057027,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,789,37214
T2021071349,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,908 GREENBRIAR TRCE 908-917,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057030,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,790,37214
T2021071351,Building Residential - Roofing / Siding,"Multifamily, Townhome",09600000700,1636088400000,,0,900 GREENBRIAR TRCE 900-907,NASHVILLE,TN,LOT 1 STEWARTS FERRY APARTMENTS-REV,AAPCO SOUTHEAST INC,CARK,CAA03R301,4057031,"Remove and replace roof, siding, railing and then paint",14,-86.62502345999998,36.16052066,791,37214
T2021071396,Building Residential - Addition,Single Family Residence,07207008100,1636088400000,,28800,1223 KENMORE PL,NASHVILLE,TN,LOT 1 KENMORE PLACE RESUB PT LTS 84-87,J L LANEY JR,CARA,CAA01R301,4057098,REJECTED: SITE PLAN REQUIRED SHOWING ADDITION    This is a bedroom addition.  We will need only electrical permit for this project.,7,-86.73190533999998,36.20667345,792,37216
T2021071428,Building Residential - New,Single Family Residence,182020C03100CO,1636174800000,,0,505 BAYONNE DR,ANTIOCH,TN,LOT 31 EVERGREEN HILLS PH 1,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,4057137,"TO CONSTRUCT A 2,203 SQ FT SINGLE FAMILY HOUSE WITH A 402 SQ FT GARAGE & A 29 SQ  FT PORCH",33,-86.65121473,36.01738036,793,37013
T2021071431,Building Residential - New,Single Family Residence,182020C00900CO,1636174800000,,245620,4113 CHAMBORD DR,ANTIOCH,TN,LOT 9 EVERGREEN HILLS PH 1,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,4057140,"TO CONSTRUCT A 1,903 SQ FT SINGLE FAMILY HOUSE WITH A 397 SQ FT GARAGE & A 23 SQ FT FRONT PORCH    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",33,-86.65288232999998,36.01805655,794,37013
T2021071517,Building Residential - New,Single Family Residence,13308003100,1636261200000,,20,1051 ANTIOCH PIKE,NASHVILLE,TN,S OF ANTIOCH PK E OF SEVEN MILE CREEK,"WILSON, ALBERT W",CARN,CAA01R301,4057227,take out old foundation and put new one in ,16,-86.71178992,36.09816225,795,37211
T2021071429,Building Commercial New Storm Damage,"Accessory Structure, Shed / Storage Bldg",08600013700,1636174800000,,124915,3956 DODSON CHAPEL RD,HERMITAGE,TN,W SIDE DODSON CHAPEL RD S OF CENTRAL PK,MODERN BUILDERS LLC,CACS,CAA14U011,4057136,New tenant build out addition/expanding into existing portion of building for lakeside animal hospital expansion( 3954 Dodson chapel rd). no change to footprint.  POC KAMRAN HAIDARI,14,-86.61479522,36.17372452,796,37076
T2021071476,Building Residential - New,"Accessory Structure, Pools - Residential",13205016200,1636261200000,,88500,4314 B LEALAND LN,NASHVILLE,TN,LOT 18 SEC. 2 GLENDALE PK,OAK GROVE OUTDOOR LIVING LLC,CARN,CAA14U017,4057178,"TO INSTALL 10’X22’ INGROUND POOL. POOL NOT TO EXTEND MORE THAN 12” ABOVE GRADE, 5' MINIMIMUM SIDE AND REAR SETBACK IF 12  OR MORE ABOVE GRADE AND DOES NOT ENCROACH ANY EASEMENTS. NOT TO INSTALL OVER OR OBSTRUCT ANY EASEMENTS. AS OF JANUARY 1, 2011, THE TENNESSEE GENERAL ASSEMBLY REQUIRES THAT ALL RESIDENTIAL POOLS/ HOT TUBS GREATER THAN 36  IN DEPTH SHALL INSTALL A POOL ALARM BEFORE USING OR MAKING AVAILABLE FOR USE A SWIMMING POOL. RECEIPT FOR POOL ALARM IS ATTACHED. ENCLOSURE TO COMPLY WITH APPLICABLE FENCING CODES/REQUIREMENTS. FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.",25,-86.78988531999998,36.09401467,797,37204
T2021071551,Building Commercial - New,Restaurant (Take Out),05316005100,1636351200000,,25000,3600 OLD HICKORY BLVD,OLD HICKORY,TN,LOT 1 THE CARL MINCHEY PROPERTY,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),CACN,CAF31A203,4057271,"Locate a 7' x 16' food truck. POC: Paulina Jauregur, 615-506-7082.",11,-86.63312831,36.24163816,798,37138
T2021071589,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",08115025800,1636351200000,,4018,1519 14TH AVE N,NASHVILLE,TN,LOT 263 D T MCGAVOCK AND OTHERS ADDITION,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U011,4057321,"Install a 8' x 14', 112 SF prefab shed on an existing concrete pad. Minimum 3' side and 3' rear setbacks. POC: Andrew Krinks, 615-478-0866. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",21,-86.80368602999998,36.17471986,799,37208
